,Email,Age,Education,Marital-status,Gender,Income
15093,JamesMorgan@gmail.com,43,1st-4th,Married-civ-spouse,Male,<=50k
15094,MaryBetts@gmail.com,35,HS-grad,Married-spouse-absent,Female,<=50k
15095,VirginiaPennock@gmail.com,25,HS-grad,Never-married,Female,<=50k
15096,KathrynMichael@gmail.com,35,Assoc-acdm,Never-married,Female,>50k
15097,RobertMcgowan@gmail.com,58,Some-college,Married-civ-spouse,Male,<=50k
15099,GilbertMitchell@gmail.com,51,Bachelors,Married-civ-spouse,Male,>50k
15100,LindaBoyd@gmail.com,31,Some-college,Never-married,Female,<=50k
15101,PaulReese@gmail.com,40,Prof-school,Married-civ-spouse,Male,>50k
15102,DavidFuller@gmail.com,38,Some-college,Never-married,Male,<=50k
15103,EllisWrede@gmail.com,44,Assoc-acdm,Married-civ-spouse,Male,<=50k
15104,JacquelineHibbler@gmail.com,43,1st-4th,Never-married,Female,<=50k
15105,RobertBallou@gmail.com,31,Prof-school,Married-civ-spouse,Male,>50k
15106,FrancesWelch@gmail.com,21,Some-college,Never-married,Female,<=50k
15107,ElsieRodriguez@gmail.com,25,Bachelors,Never-married,Female,<=50k
15108,GeorgeLegere@gmail.com,52,Some-college,Married-civ-spouse,Male,>50k
15109,JamesPressley@gmail.com,53,HS-grad,Married-civ-spouse,Male,>50k
15110,CharlesPhillips@gmail.com,18,Some-college,Never-married,Male,<=50k
15111,JeffreyHuffman@gmail.com,41,HS-grad,Never-married,Male,<=50k
15112,PeterRucker@gmail.com,26,HS-grad,Married-civ-spouse,Male,<=50k
15113,PamelaLanier@gmail.com,29,HS-grad,Separated,Female,<=50k
15114,MilesHolland@gmail.com,37,HS-grad,Never-married,Male,<=50k
15115,DeborahSwain@gmail.com,24,Some-college,Never-married,Female,<=50k
15116,MarjorieMcclarty@gmail.com,32,Some-college,Divorced,Female,<=50k
15117,FelipePollock@gmail.com,35,HS-grad,Married-civ-spouse,Male,<=50k
15118,KarenKnight@gmail.com,23,10th,Never-married,Female,<=50k
15119,PatShafer@gmail.com,38,Some-college,Married-civ-spouse,Male,>50k
15120,MamieBennett@gmail.com,27,Bachelors,Married-civ-spouse,Female,<=50k
15121,KevinKaplan@gmail.com,46,Some-college,Married-civ-spouse,Male,>50k
15122,RalphLanser@gmail.com,22,Some-college,Never-married,Male,<=50k
15123,CharlesFreel@gmail.com,38,Some-college,Married-civ-spouse,Male,>50k
15124,DebraBarnes@gmail.com,27,Assoc-voc,Never-married,Female,<=50k
15125,MarceloHarwell@gmail.com,45,Bachelors,Never-married,Male,<=50k
15126,DavidSmith@gmail.com,32,Bachelors,Married-civ-spouse,Male,>50k
15127,RichardSolomon@gmail.com,38,HS-grad,Married-civ-spouse,Male,<=50k
15128,KeithElsass@gmail.com,21,HS-grad,Never-married,Male,<=50k
15129,AndrewMiller@gmail.com,33,HS-grad,Married-civ-spouse,Male,<=50k
15130,ElaineRamirez@gmail.com,27,HS-grad,Never-married,Female,<=50k
15131,MaxiePhillips@gmail.com,19,Some-college,Never-married,Female,<=50k
15132,WillieCarter@gmail.com,20,HS-grad,Never-married,Male,<=50k
15133,NathanAsbell@gmail.com,37,HS-grad,Married-civ-spouse,Male,<=50k
15134,RichardMenendez@gmail.com,18,11th,Never-married,Male,<=50k
15135,BillyBooth@gmail.com,72,Prof-school,Married-civ-spouse,Male,<=50k
15136,NikkiClouston@gmail.com,31,Masters,Never-married,Female,<=50k
15137,AlbertKoss@gmail.com,33,HS-grad,Married-civ-spouse,Male,>50k
15138,MicahSlater@gmail.com,47,HS-grad,Married-civ-spouse,Male,>50k
15139,MargaretTripp@gmail.com,46,Some-college,Divorced,Female,<=50k
15141,LauraBagley@gmail.com,22,HS-grad,Never-married,Female,<=50k
15142,GregoryDaniel@gmail.com,53,Masters,Married-civ-spouse,Male,<=50k
15143,PeterFuller@gmail.com,59,HS-grad,Married-civ-spouse,Male,<=50k
15144,AaronKrouse@gmail.com,36,Assoc-voc,Never-married,Male,<=50k
15145,DavidWells@gmail.com,34,Bachelors,Married-civ-spouse,Male,>50k
15146,ThomasSchramm@gmail.com,61,12th,Divorced,Male,<=50k
15147,JillSeamans@gmail.com,40,HS-grad,Separated,Female,<=50k
15148,TannerErving@gmail.com,35,Assoc-acdm,Married-civ-spouse,Male,>50k
15149,RosieBloom@gmail.com,41,HS-grad,Married-civ-spouse,Female,<=50k
15150,NancyRamirez@gmail.com,23,Bachelors,Never-married,Female,<=50k
15151,RickyKelly@gmail.com,41,Some-college,Married-civ-spouse,Male,>50k
15152,RalphPrendergast@gmail.com,26,HS-grad,Never-married,Male,<=50k
15153,RichardBowdry@gmail.com,27,Some-college,Never-married,Male,<=50k
15154,JerryDews@gmail.com,41,Bachelors,Married-civ-spouse,Male,>50k
15155,KimberlyBazan@gmail.com,43,Bachelors,Divorced,Female,<=50k
15156,AmberWanner@gmail.com,38,Prof-school,Never-married,Female,<=50k
15157,BoydBennett@gmail.com,47,Bachelors,Married-civ-spouse,Male,<=50k
15158,LenaEckland@gmail.com,23,Bachelors,Never-married,Female,<=50k
15159,HazelTolles@gmail.com,35,Bachelors,Never-married,Female,<=50k
15160,ScottRupert@gmail.com,42,Assoc-acdm,Married-civ-spouse,Male,<=50k
15161,MarianAgosta@gmail.com,24,HS-grad,Never-married,Female,<=50k
15162,JimmyMixson@gmail.com,58,Bachelors,Married-civ-spouse,Male,>50k
15163,DavidGriffis@gmail.com,22,HS-grad,Married-civ-spouse,Male,<=50k
15164,ClydeSlaughter@gmail.com,38,HS-grad,Married-civ-spouse,Male,<=50k
15165,DanielRutski@gmail.com,41,12th,Married-civ-spouse,Male,>50k
15166,MelvinRagan@gmail.com,46,HS-grad,Divorced,Male,<=50k
15167,EricaHarris@gmail.com,22,Bachelors,Never-married,Female,<=50k
15168,AddieStuckert@gmail.com,17,HS-grad,Never-married,Female,<=50k
15169,JohnDickey@gmail.com,31,HS-grad,Divorced,Male,<=50k
15171,TobiasRamos@gmail.com,27,Bachelors,Never-married,Male,<=50k
15172,HarryMclin@gmail.com,57,Some-college,Widowed,Male,<=50k
15173,AndreChambers@gmail.com,54,Bachelors,Married-civ-spouse,Male,<=50k
15174,DeniseFitzgerald@gmail.com,40,HS-grad,Never-married,Female,<=50k
15175,RobertTenney@gmail.com,23,Assoc-voc,Never-married,Male,<=50k
15176,JimmieDyar@gmail.com,36,Bachelors,Married-civ-spouse,Male,>50k
15177,WilliePerez@gmail.com,54,Assoc-acdm,Divorced,Male,<=50k
15178,PhillipGliem@gmail.com,32,Bachelors,Married-civ-spouse,Male,>50k
15179,RogerMoravek@gmail.com,44,Some-college,Married-civ-spouse,Male,<=50k
15182,DonaldHolzer@gmail.com,39,HS-grad,Married-civ-spouse,Male,<=50k
15183,VivianBrooks@gmail.com,36,Some-college,Divorced,Female,<=50k
15185,RaymondSierra@gmail.com,43,Bachelors,Married-civ-spouse,Male,<=50k
15186,BernieGatlin@gmail.com,36,HS-grad,Married-civ-spouse,Male,<=50k
15187,MarthaWilliams@gmail.com,40,HS-grad,Married-civ-spouse,Female,<=50k
15188,SharonClingerman@gmail.com,23,Some-college,Never-married,Female,<=50k
15189,AlisonVrablic@gmail.com,67,HS-grad,Widowed,Female,<=50k
15190,MatthewSeidt@gmail.com,48,Masters,Married-civ-spouse,Male,>50k
15191,JamesGarcia@gmail.com,59,HS-grad,Married-civ-spouse,Male,>50k
15193,CarolBrunson@gmail.com,36,HS-grad,Never-married,Female,<=50k
15194,NumbersOverstreet@gmail.com,19,HS-grad,Never-married,Male,<=50k
15195,SadieGarcia@gmail.com,24,HS-grad,Never-married,Female,<=50k
15196,AnnTibbs@gmail.com,41,HS-grad,Divorced,Female,<=50k
15197,BenCarlin@gmail.com,43,10th,Married-civ-spouse,Male,<=50k
15198,GeorgeFrisco@gmail.com,27,HS-grad,Married-civ-spouse,Male,<=50k
15199,JoshuaWalker@gmail.com,48,HS-grad,Married-civ-spouse,Male,<=50k
15201,JosephGarvin@gmail.com,23,Assoc-voc,Never-married,Male,<=50k
15202,VincentFranz@gmail.com,56,HS-grad,Divorced,Male,>50k
15203,JenniferAdler@gmail.com,22,HS-grad,Never-married,Female,<=50k
15204,LisaVenable@gmail.com,61,HS-grad,Divorced,Female,<=50k
15205,JeannetteSmith@gmail.com,22,HS-grad,Never-married,Female,<=50k
15206,JosephHatton@gmail.com,48,Masters,Married-civ-spouse,Male,>50k
15208,KennethWilliams@gmail.com,30,Prof-school,Married-civ-spouse,Male,<=50k
15209,IsmaelMagee@gmail.com,72,Some-college,Married-civ-spouse,Male,<=50k
15210,KevinSettle@gmail.com,31,Some-college,Married-civ-spouse,Male,<=50k
15211,PeterNewsome@gmail.com,71,HS-grad,Married-civ-spouse,Male,<=50k
15212,JamesDunn@gmail.com,49,Bachelors,Married-civ-spouse,Male,>50k
15213,AndrewSimons@gmail.com,49,HS-grad,Married-civ-spouse,Male,>50k
15214,DavidLandgraf@gmail.com,41,Some-college,Divorced,Male,<=50k
15215,KristopherLoree@gmail.com,29,HS-grad,Married-civ-spouse,Male,<=50k
15216,KimberlyCooper@gmail.com,19,Some-college,Never-married,Female,<=50k
15217,ThomasMartinez@gmail.com,30,Assoc-voc,Married-civ-spouse,Male,<=50k
15218,JasonBrede@gmail.com,40,Some-college,Divorced,Male,<=50k
15219,JacobElder@gmail.com,51,Masters,Married-civ-spouse,Male,>50k
15221,ScottLarge@gmail.com,22,HS-grad,Never-married,Male,<=50k
15222,RandyBirchfield@gmail.com,49,10th,Married-civ-spouse,Male,<=50k
15223,KristiSilva@gmail.com,17,10th,Never-married,Female,<=50k
15224,JamesNest@gmail.com,46,Assoc-acdm,Married-civ-spouse,Male,<=50k
15225,JackLyford@gmail.com,55,HS-grad,Married-civ-spouse,Male,<=50k
15226,MarvinDevotie@gmail.com,28,Assoc-voc,Never-married,Male,<=50k
15227,RobertGomez@gmail.com,39,Prof-school,Married-civ-spouse,Male,>50k
15228,KarlDuckworth@gmail.com,36,HS-grad,Married-civ-spouse,Male,<=50k
15229,MarkKopp@gmail.com,36,HS-grad,Married-civ-spouse,Male,<=50k
15230,MichelleParish@gmail.com,23,HS-grad,Never-married,Female,<=50k
15231,WayneCulpepper@gmail.com,38,HS-grad,Never-married,Male,<=50k
15232,FaithWelty@gmail.com,75,10th,Widowed,Female,<=50k
15234,TeraHeath@gmail.com,39,HS-grad,Never-married,Female,<=50k
15235,ChrystalSmith@gmail.com,19,Some-college,Never-married,Female,<=50k
15236,JoseAverett@gmail.com,39,Bachelors,Married-civ-spouse,Male,<=50k
15238,FayArnold@gmail.com,31,Bachelors,Married-civ-spouse,Female,>50k
15239,PriscillaCarter@gmail.com,60,HS-grad,Widowed,Female,<=50k
15240,EugeneBlethen@gmail.com,30,11th,Married-civ-spouse,Male,<=50k
15241,EldonKincaid@gmail.com,23,11th,Married-civ-spouse,Male,<=50k
15242,VirginiaBabb@gmail.com,42,Some-college,Separated,Female,<=50k
15243,JohnGoff@gmail.com,55,Some-college,Divorced,Male,<=50k
15244,AnnieChrostowski@gmail.com,77,9th,Widowed,Female,<=50k
15245,ThomasGross@gmail.com,64,HS-grad,Married-civ-spouse,Male,<=50k
15246,AlbertSmith@gmail.com,35,Some-college,Married-civ-spouse,Male,<=50k
15247,DavidKelley@gmail.com,19,HS-grad,Never-married,Male,<=50k
15249,JessicaHickman@gmail.com,45,Some-college,Divorced,Female,<=50k
15250,JeremyJeannotte@gmail.com,38,Masters,Married-civ-spouse,Male,<=50k
15251,MonicaFredericks@gmail.com,59,Assoc-voc,Divorced,Female,<=50k
15252,RusselLeroy@gmail.com,21,HS-grad,Never-married,Male,<=50k
15253,RobertSchmelz@gmail.com,45,HS-grad,Married-civ-spouse,Male,<=50k
15254,WalterButler@gmail.com,23,10th,Married-civ-spouse,Male,<=50k
15255,DoyleCooke@gmail.com,37,HS-grad,Married-civ-spouse,Male,<=50k
15256,RenitaWalker@gmail.com,29,Assoc-acdm,Never-married,Female,<=50k
15257,ArnoldPrice@gmail.com,29,11th,Never-married,Male,<=50k
15260,AmandaJordan@gmail.com,27,HS-grad,Never-married,Female,<=50k
15261,EnriqueHaynes@gmail.com,44,HS-grad,Married-civ-spouse,Male,<=50k
15262,TravisNasuti@gmail.com,50,Masters,Separated,Male,<=50k
15263,JamesAtkin@gmail.com,53,Masters,Married-civ-spouse,Male,<=50k
15264,PatrickRamos@gmail.com,41,Bachelors,Divorced,Male,>50k
15265,MelissaMccreary@gmail.com,23,HS-grad,Never-married,Female,<=50k
15266,ClaireHopper@gmail.com,24,Masters,Never-married,Female,<=50k
15267,KennethBarber@gmail.com,31,Bachelors,Married-civ-spouse,Male,>50k
15268,SarahPaxman@gmail.com,37,Prof-school,Never-married,Female,>50k
15269,WilliamGodwin@gmail.com,57,10th,Widowed,Male,<=50k
15270,JoanKania@gmail.com,25,Bachelors,Never-married,Female,<=50k
15271,LaurenLove@gmail.com,50,Some-college,Divorced,Female,<=50k
15272,JamesHarris@gmail.com,47,11th,Married-civ-spouse,Male,<=50k
15273,HattiePoulin@gmail.com,23,Bachelors,Never-married,Female,<=50k
15274,RebeccaBeavers@gmail.com,30,Masters,Never-married,Female,<=50k
15275,AngeloAlleman@gmail.com,18,Some-college,Never-married,Male,<=50k
15276,AlbertoOrellana@gmail.com,48,11th,Divorced,Male,<=50k
15277,LavinaMason@gmail.com,34,Masters,Never-married,Female,<=50k
15278,JakeAlzugaray@gmail.com,44,Some-college,Married-civ-spouse,Male,>50k
15279,HomerBrink@gmail.com,40,Some-college,Never-married,Male,<=50k
15280,DebbieRedenius@gmail.com,35,HS-grad,Never-married,Female,<=50k
15281,JustinBentz@gmail.com,37,Some-college,Never-married,Male,<=50k
15282,JeremyHorton@gmail.com,34,HS-grad,Married-civ-spouse,Male,<=50k
15283,JonathanBeran@gmail.com,33,HS-grad,Married-civ-spouse,Male,>50k
15284,RichardSalberg@gmail.com,36,HS-grad,Divorced,Male,<=50k
15287,FlorenceCasper@gmail.com,53,9th,Never-married,Female,<=50k
15288,RobertHeath@gmail.com,48,Some-college,Married-civ-spouse,Male,<=50k
15289,VictorWillick@gmail.com,36,Some-college,Married-civ-spouse,Male,<=50k
15290,RoxieDiaz@gmail.com,21,HS-grad,Married-civ-spouse,Female,<=50k
15291,AnthonyAguilera@gmail.com,38,Bachelors,Married-civ-spouse,Male,>50k
15292,CliffordCarter@gmail.com,55,10th,Married-spouse-absent,Male,<=50k
15293,KiraLomonaco@gmail.com,29,Some-college,Never-married,Female,<=50k
15294,KrisKnox@gmail.com,59,Some-college,Married-civ-spouse,Male,<=50k
15295,WillieSinger@gmail.com,42,Some-college,Married-civ-spouse,Male,<=50k
15296,WarrenWaters@gmail.com,22,Some-college,Never-married,Male,<=50k
15297,JosephEverhart@gmail.com,31,Bachelors,Married-civ-spouse,Male,>50k
15298,RonaldRector@gmail.com,41,HS-grad,Married-civ-spouse,Male,>50k
15299,PatriciaLuescher@gmail.com,45,HS-grad,Divorced,Female,<=50k
15300,WillieHansen@gmail.com,31,HS-grad,Divorced,Male,<=50k
15301,ToniRamsey@gmail.com,53,HS-grad,Divorced,Female,<=50k
15302,GregAdams@gmail.com,47,Assoc-voc,Married-civ-spouse,Male,>50k
15303,GeorgeHulse@gmail.com,27,10th,Married-civ-spouse,Male,<=50k
15304,CarolineSawchuk@gmail.com,49,HS-grad,Separated,Female,<=50k
15305,JamesMorin@gmail.com,34,HS-grad,Married-civ-spouse,Male,<=50k
15306,PatrickWells@gmail.com,34,Assoc-voc,Never-married,Male,<=50k
15307,CalvinAasen@gmail.com,50,Assoc-acdm,Married-civ-spouse,Male,>50k
15308,JamesCline@gmail.com,37,Some-college,Married-civ-spouse,Male,>50k
15309,HelenJuan@gmail.com,27,Masters,Never-married,Female,<=50k
15310,JudyDestephen@gmail.com,31,Masters,Never-married,Female,>50k
15311,DavidBotelho@gmail.com,24,HS-grad,Married-civ-spouse,Male,<=50k
15312,JodyCreech@gmail.com,28,Prof-school,Never-married,Male,<=50k
15313,DianeHilton@gmail.com,27,Some-college,Never-married,Female,<=50k
15314,GuadalupeSchlichter@gmail.com,41,Bachelors,Married-civ-spouse,Female,>50k
15315,JenniferMetcalf@gmail.com,28,HS-grad,Never-married,Female,<=50k
15316,JamieWells@gmail.com,26,HS-grad,Never-married,Male,<=50k
15318,PatriciaHicks@gmail.com,17,11th,Never-married,Female,<=50k
15319,MauriceWilson@gmail.com,70,HS-grad,Married-civ-spouse,Male,<=50k
15321,ChristianWynn@gmail.com,64,1st-4th,Married-civ-spouse,Male,<=50k
15322,DaleCarmley@gmail.com,38,HS-grad,Never-married,Male,<=50k
15323,EnaBall@gmail.com,23,Bachelors,Never-married,Female,<=50k
15325,JosephMorgan@gmail.com,47,HS-grad,Married-civ-spouse,Male,>50k
15326,RobertBrady@gmail.com,54,Some-college,Married-civ-spouse,Male,<=50k
15327,FrancisNelson@gmail.com,42,Assoc-acdm,Divorced,Male,>50k
15328,RuthJackson@gmail.com,23,Some-college,Never-married,Female,<=50k
15329,WilliamGermain@gmail.com,28,HS-grad,Never-married,Male,<=50k
15330,WalterAmaro@gmail.com,40,5th-6th,Married-civ-spouse,Male,<=50k
15331,DustinRucker@gmail.com,32,HS-grad,Married-civ-spouse,Male,<=50k
15332,HowardGrey@gmail.com,35,HS-grad,Married-civ-spouse,Male,>50k
15333,PamelaSandoval@gmail.com,17,11th,Never-married,Female,<=50k
15335,JasonRitchey@gmail.com,23,Some-college,Never-married,Male,<=50k
15337,JoseTurner@gmail.com,29,HS-grad,Married-civ-spouse,Male,<=50k
15338,PearlAhuna@gmail.com,33,Some-college,Married-civ-spouse,Female,<=50k
15339,WilliamStreeter@gmail.com,46,Masters,Married-civ-spouse,Male,>50k
15340,RichardClark@gmail.com,24,Bachelors,Married-civ-spouse,Male,<=50k
15341,RamonBrown@gmail.com,44,Some-college,Married-civ-spouse,Male,<=50k
15343,RicardoSilver@gmail.com,68,Assoc-voc,Married-civ-spouse,Male,<=50k
15344,JackDalton@gmail.com,34,HS-grad,Married-civ-spouse,Male,<=50k
15345,CherylSimons@gmail.com,19,HS-grad,Married-spouse-absent,Female,<=50k
15346,BrentSoto@gmail.com,27,Some-college,Married-civ-spouse,Male,<=50k
15347,MichaelPennington@gmail.com,25,HS-grad,Married-civ-spouse,Male,<=50k
15348,TimothyLee@gmail.com,62,Some-college,Married-civ-spouse,Male,<=50k
15350,JamesWelsh@gmail.com,32,HS-grad,Married-civ-spouse,Male,>50k
15351,PamelaBabiarz@gmail.com,31,HS-grad,Never-married,Female,<=50k
15352,EdwinHanks@gmail.com,27,Some-college,Never-married,Male,<=50k
15353,PatriciaWetzel@gmail.com,36,Bachelors,Never-married,Female,<=50k
15354,PhilipDiehl@gmail.com,50,Bachelors,Married-civ-spouse,Male,<=50k
15355,HarryHamilton@gmail.com,31,HS-grad,Never-married,Male,<=50k
15356,ClaudeBlakely@gmail.com,42,HS-grad,Never-married,Male,<=50k
15357,GaryWoodward@gmail.com,27,Some-college,Never-married,Male,<=50k
15358,ErnestKindl@gmail.com,22,Some-college,Never-married,Male,<=50k
15359,TeresaTucker@gmail.com,46,HS-grad,Divorced,Female,<=50k
15360,CarolHarris@gmail.com,25,Some-college,Never-married,Female,<=50k
15361,PhillipVangieson@gmail.com,37,Some-college,Divorced,Male,<=50k
15362,MarkGoddard@gmail.com,58,Some-college,Married-civ-spouse,Male,>50k
15363,RoySteele@gmail.com,17,11th,Never-married,Male,<=50k
15364,ChristopherBrown@gmail.com,35,Some-college,Never-married,Male,<=50k
15365,JamesShepherd@gmail.com,46,Some-college,Divorced,Male,>50k
15367,DavidFeldman@gmail.com,36,HS-grad,Married-civ-spouse,Male,>50k
15368,ArturoHintz@gmail.com,22,Bachelors,Never-married,Male,<=50k
15369,JanetFentress@gmail.com,21,HS-grad,Divorced,Female,<=50k
15370,JanetStjohn@gmail.com,46,Bachelors,Married-civ-spouse,Female,>50k
15371,ToddAlonzo@gmail.com,27,HS-grad,Married-civ-spouse,Male,<=50k
15372,DanielAustin@gmail.com,33,Some-college,Married-civ-spouse,Male,>50k
15373,HildaTunstall@gmail.com,34,Assoc-voc,Divorced,Female,<=50k
15374,JudyFranklin@gmail.com,50,Some-college,Widowed,Female,<=50k
15375,PeterKaram@gmail.com,19,Some-college,Never-married,Male,<=50k
15376,GeraldinePrince@gmail.com,40,HS-grad,Divorced,Female,<=50k
15377,GladysStultz@gmail.com,65,HS-grad,Married-civ-spouse,Female,<=50k
15378,TonyArchibald@gmail.com,39,HS-grad,Married-civ-spouse,Male,>50k
15379,JosephCarter@gmail.com,48,Doctorate,Married-civ-spouse,Male,>50k
15380,MarkBaker@gmail.com,32,Some-college,Married-civ-spouse,Male,<=50k
15381,JuanLowe@gmail.com,32,Bachelors,Never-married,Male,<=50k
15382,EdgarGillam@gmail.com,61,HS-grad,Married-civ-spouse,Male,<=50k
15383,RosalieMalchow@gmail.com,57,Bachelors,Never-married,Female,<=50k
15384,JoseSeat@gmail.com,32,Masters,Married-civ-spouse,Male,>50k
15385,AlfonsoRodiguez@gmail.com,29,HS-grad,Never-married,Male,<=50k
15386,JoeMorrissey@gmail.com,57,Some-college,Married-civ-spouse,Male,<=50k
15387,ArthurLoughry@gmail.com,72,5th-6th,Married-civ-spouse,Male,<=50k
15388,BillySpence@gmail.com,27,HS-grad,Married-civ-spouse,Male,<=50k
15389,JeffreyBoes@gmail.com,26,11th,Married-civ-spouse,Male,<=50k
15390,DavidVilla@gmail.com,63,HS-grad,Divorced,Male,<=50k
15391,KevinStacey@gmail.com,58,Prof-school,Divorced,Male,>50k
15392,TracyCorcoran@gmail.com,45,Some-college,Married-civ-spouse,Male,<=50k
15393,BradleyDavis@gmail.com,41,HS-grad,Married-civ-spouse,Male,<=50k
15394,ArthurThomas@gmail.com,26,HS-grad,Married-civ-spouse,Male,>50k
15395,RuthSofranko@gmail.com,47,Bachelors,Divorced,Female,<=50k
15397,JamesDieball@gmail.com,52,HS-grad,Married-civ-spouse,Male,<=50k
15398,ScottPlante@gmail.com,40,Bachelors,Married-civ-spouse,Male,>50k
15399,TylerWenner@gmail.com,38,Assoc-acdm,Never-married,Male,<=50k
15400,CliftonNicholson@gmail.com,32,11th,Married-civ-spouse,Male,<=50k
15401,SandraSpice@gmail.com,32,Some-college,Never-married,Female,<=50k
15402,JamesAmen@gmail.com,37,Some-college,Married-civ-spouse,Male,>50k
15403,ErvinWiggins@gmail.com,69,7th-8th,Married-civ-spouse,Male,<=50k
15404,AndrewHolscher@gmail.com,27,HS-grad,Married-civ-spouse,Male,<=50k
15405,JacobDiaz@gmail.com,39,Assoc-acdm,Married-civ-spouse,Male,<=50k
15406,MargueriteVilla@gmail.com,56,HS-grad,Never-married,Female,<=50k
15407,NicoleLockett@gmail.com,26,Assoc-acdm,Never-married,Female,<=50k
15409,RebekahDavis@gmail.com,32,Assoc-acdm,Married-civ-spouse,Female,<=50k
15410,CoreyRidgway@gmail.com,35,Some-college,Married-civ-spouse,Male,>50k
15411,RichardHargrove@gmail.com,26,11th,Separated,Male,<=50k
15412,ChristopherSouthern@gmail.com,53,HS-grad,Married-civ-spouse,Male,>50k
15414,MichaelYork@gmail.com,23,Assoc-acdm,Never-married,Male,<=50k
15415,RyanHenning@gmail.com,51,HS-grad,Married-civ-spouse,Male,<=50k
15416,GailBoyle@gmail.com,25,Bachelors,Divorced,Female,<=50k
15417,KenCortez@gmail.com,57,Masters,Married-civ-spouse,Male,>50k
15419,EleanorMoore@gmail.com,61,Bachelors,Divorced,Female,<=50k
15421,BarbaraHart@gmail.com,20,HS-grad,Never-married,Female,<=50k
15422,LouisBay@gmail.com,22,HS-grad,Never-married,Male,<=50k
15423,BruceClark@gmail.com,42,Bachelors,Married-civ-spouse,Male,>50k
15424,ThomasJohnson@gmail.com,47,7th-8th,Married-civ-spouse,Male,<=50k
15425,AaronHosler@gmail.com,21,Some-college,Never-married,Male,<=50k
15426,GrantLowe@gmail.com,37,Bachelors,Married-civ-spouse,Male,>50k
15428,WilliamWard@gmail.com,38,Some-college,Never-married,Male,<=50k
15429,WarrenWesley@gmail.com,27,HS-grad,Separated,Male,<=50k
15430,LewisLee@gmail.com,55,HS-grad,Married-civ-spouse,Male,<=50k
15431,RobertBerglund@gmail.com,20,11th,Never-married,Male,<=50k
15432,EdwardHouchens@gmail.com,43,Some-college,Married-civ-spouse,Male,<=50k
15433,SharonGomez@gmail.com,46,HS-grad,Separated,Female,<=50k
15434,JudyMooney@gmail.com,19,HS-grad,Never-married,Female,<=50k
15435,JerryHolder@gmail.com,30,HS-grad,Never-married,Male,<=50k
15436,TomJohnson@gmail.com,23,HS-grad,Married-civ-spouse,Male,>50k
15437,FrankSpear@gmail.com,65,7th-8th,Married-civ-spouse,Male,<=50k
15438,GeorgeBrantley@gmail.com,28,HS-grad,Married-civ-spouse,Male,<=50k
15439,MichaelFecteau@gmail.com,44,Bachelors,Married-civ-spouse,Male,>50k
15440,JoycelynMullens@gmail.com,32,HS-grad,Never-married,Female,<=50k
15441,MichaelWhitney@gmail.com,40,Bachelors,Married-civ-spouse,Male,<=50k
15442,WilliamRehl@gmail.com,58,HS-grad,Married-civ-spouse,Male,<=50k
15443,CharlesPerkins@gmail.com,17,10th,Never-married,Male,<=50k
15444,KevinAber@gmail.com,57,Some-college,Married-civ-spouse,Male,<=50k
15445,RobinValdez@gmail.com,24,Bachelors,Never-married,Female,<=50k
15446,JeanEftekhari@gmail.com,47,HS-grad,Never-married,Female,<=50k
15447,RuthCollins@gmail.com,26,Bachelors,Never-married,Female,<=50k
15448,FrancisWaskin@gmail.com,42,Some-college,Married-civ-spouse,Male,>50k
15449,LorenzoFeller@gmail.com,60,Masters,Married-civ-spouse,Male,>50k
15450,DouglasBarroso@gmail.com,54,HS-grad,Divorced,Male,<=50k
15451,HollyJohnson@gmail.com,44,Bachelors,Separated,Female,<=50k
15452,LelandAcevedo@gmail.com,47,HS-grad,Married-civ-spouse,Male,<=50k
15453,AndreaCaravello@gmail.com,37,Bachelors,Married-civ-spouse,Female,>50k
15454,ScottMorse@gmail.com,48,Bachelors,Married-civ-spouse,Male,>50k
15455,ThomasMurphy@gmail.com,30,HS-grad,Married-civ-spouse,Male,>50k
15456,RuthPitcock@gmail.com,20,12th,Never-married,Female,<=50k
15457,WilliamWalter@gmail.com,30,Doctorate,Married-civ-spouse,Male,>50k
15458,CedricHornak@gmail.com,22,HS-grad,Never-married,Male,<=50k
15459,JasonClymer@gmail.com,62,Bachelors,Married-civ-spouse,Male,>50k
15460,CurtisHennemann@gmail.com,25,Some-college,Never-married,Male,<=50k
15461,TimothyDraper@gmail.com,55,HS-grad,Separated,Male,<=50k
15462,FrankSiemens@gmail.com,19,11th,Never-married,Male,<=50k
15463,AnnRoss@gmail.com,28,Bachelors,Never-married,Female,<=50k
15464,GeorgeAckerman@gmail.com,47,Bachelors,Married-civ-spouse,Male,>50k
15465,ErinMarino@gmail.com,35,HS-grad,Married-civ-spouse,Female,<=50k
15466,TroyCogan@gmail.com,37,HS-grad,Married-civ-spouse,Male,<=50k
15467,SherrieMorrissette@gmail.com,19,HS-grad,Never-married,Female,<=50k
15468,HerlindaKeys@gmail.com,37,Assoc-voc,Separated,Female,<=50k
15469,CurtisRoddy@gmail.com,24,Some-college,Never-married,Male,<=50k
15471,RobertBisonette@gmail.com,54,HS-grad,Married-civ-spouse,Male,<=50k
15472,JoannaWard@gmail.com,40,Bachelors,Divorced,Female,<=50k
15473,MaryHester@gmail.com,70,10th,Widowed,Female,<=50k
15474,DarleneAddams@gmail.com,43,Some-college,Separated,Female,<=50k
15475,EnriqueGardner@gmail.com,49,Bachelors,Married-civ-spouse,Male,<=50k
